id,område,route,kontekst,type,nuværende_tekst,status,problemkategori,bemærkning,forslag,prioritet,fil,linje,dynamisk
GED-1189,Guides (redaktionelt),/guides/purpursolhat,Sektion: Nye sorter varierer i stabilitet,guide,"Sortsguiden bør beskrive højde, farve, blomsterform, vækstkraft, vinterhårdførhed og om sorten holder sig opret.

Klassiske enkeltblomstrede sorter er ofte mere robuste end stærkt forædlede fyldte eller eksotisk farvede typer.",ikke_vurderet,OK,,,,content/guides/purpursolhat.md,56,nej
GED-1190,Guides (redaktionelt),/guides/rabarber,Frontmatter: summary (guidekort/hero),guide,"Hårdfør flerårig grøntsag, der dyrkes for de syrlige bladstilke og kan give høst fra samme krone i mange år.",ikke_vurderet,OK,,,,content/guides/rabarber.md,7,nej
GED-1191,Guides (redaktionelt),/guides/rabarber,"Sektion: En grøntsag, der står fast i haven",guide,"Rabarber er en flerårig plante med en kraftig underjordisk krone og store blade på tykke bladstilke. Det er bladstilkene, der høstes; planten kan blive stående på samme sted og give afgrøde gennem mange år.

Den fylder betydeligt som voksen, så placeringen bør vælges som til en staude eller frugtbusk snarere end som til en hurtig række grøntsager.",ikke_vurderet,OK,,,,content/guides/rabarber.md,14,nej
GED-1192,Guides (redaktionelt),/guides/rabarber,"Sektion: Giv kronen sol, plads og god jord",guide,"Rabarber trives bedst i sol og frugtbar, veldrænet jord med god adgang til fugt. Den store bladmasse bruger meget vand gennem foråret og sommeren.

Forbedr jorden med organisk materiale, men undgå et sted, der står vandmættet om vinteren.",ikke_vurderet,OK,,,,content/guides/rabarber.md,20,nej
GED-1193,Guides (redaktionelt),/guides/rabarber,Sektion: Plant kronen i den rigtige højde,guide,"Rabarber etableres typisk fra en krone eller et delt stykke af en ældre plante. Placer kronen, så vækstpunkterne ikke begraves dybt under jorden.

Giv hver plante god afstand. En etableret rabarber bliver bred og konkurrerer dårligt, hvis den er klemt mellem andre kraftige planter.",ikke_vurderet,OK,,,,content/guides/rabarber.md,26,nej
GED-1194,Guides (redaktionelt),/guides/rabarber,Sektion: Lad unge planter bygge styrke,guide,"En nyplantet rabarber bør først opbygge et stærkt rodsystem og en stor krone. Begræns derfor høsten det første etableringsår i stedet for straks at tage alle de flotteste stilke.

En langsommere start giver en stærkere flerårig plante, hvilket er kedeligt på kort sigt og irriterende for mennesket, men ganske effektivt biologisk.",ikke_vurderet,OK,,,,content/guides/rabarber.md,32,nej
GED-1195,Guides (redaktionelt),/guides/rabarber,"Sektion: Træk stilkene, når de er store nok",guide,"Høst bladstilke ved at gribe dem tæt ved basis og trække med en let vridende bevægelse, så hele stilken slipper fra kronen. Undgå at fjerne alle stilke på én gang; planten skal beholde blade til at opbygge energi.

Hovedhøsten ligger i foråret og den tidlige sommer. Senere på sommeren bør planten få fred til at genopbygge kronen.",ikke_vurderet,OK,,,,content/guides/rabarber.md,38,nej
GED-1196,Guides (redaktionelt),/guides/rabarber,Sektion: Bladene skal ikke spises,guide,"Det er bladstilkene, der bruges i køkkenet. Selve bladpladerne indeholder høje niveauer af oxalsyre og andre stoffer og skal ikke spises.

Skær eller vrid bladet af stilken efter høst og læg bladmaterialet på komposten, hvis det ellers er sundt.",ikke_vurderet,OK,,,,content/guides/rabarber.md,44,nej
GED-1197,Guides (redaktionelt),/guides/rabarber,Sektion: Fjern blomsterstængler,guide,"Ældre eller stressede planter kan sende en kraftig blomsterstængel op. Hvis målet er bladstilke, fjernes blomsterstænglen ved basis, så planten ikke bruger unødig energi på frøproduktion.

Blomstring er ikke tegn på, at planten er ødelagt, men hyppig blomstring kan være et signal om alder eller stress.",ikke_vurderet,OK,,,,content/guides/rabarber.md,50,nej
GED-1198,Guides (redaktionelt),/guides/rabarber,Sektion: Del gamle kroner,guide,"Efter flere år kan en stor rabarberkrone blive mindre produktiv i midten. I hvileperioden kan kronen graves op og deles i kraftige stykker med tydelige knopper.

Genplant de bedste dele i frisk jord. Deling er samtidig den normale måde at formere en navngiven sort på.",ikke_vurderet,OK,,,,content/guides/rabarber.md,56,nej
GED-1199,Guides (redaktionelt),/guides/rabarber,"Sektion: Tvangsdyrkning giver tidlige, milde stilke",guide,"En veletableret plante kan dækkes mørkt tidligt på sæsonen for at fremdrive lyse, møre stilke. Det kaldes forcing eller tvangsdyrkning.

Det belaster planten mere end almindelig høst, så samme krone bør ikke presses hårdt hvert år.",ikke_vurderet,OK,,,,content/guides/rabarber.md,62,nej
GED-1200,Guides (redaktionelt),/guides/rabarber,Sektion: Typiske problemer,guide,"Rabarber er generelt robust. Kroneråd er blandt de alvorligere problemer og hænger især sammen med dårlig dræning og svækkede planter.

Snegle kan gnave i blade og unge stilke, men skader på bladene er ofte mere kosmetiske end katastrofale for en stor etableret plante.",ikke_vurderet,OK,,,,content/guides/rabarber.md,68,nej
GED-1201,Guides (redaktionelt),/guides/radise-french-breakfast,Frontmatter: summary (guidekort/hero),guide,"Aflang rød radise med hvid spids, sprød tekstur og mild til let pebret smag.",ikke_vurderet,OK,,,,content/guides/radise-french-breakfast.md,9,nej
GED-1202,Guides (redaktionelt),/guides/radise-french-breakfast,Frontmatter: quickFacts.plantSpacing,dyrkningsfakta,2.5-5 cm,ikke_vurderet,OK,,,,content/guides/radise-french-breakfast.md,14,nej
GED-1203,Guides (redaktionelt),/guides/radise-french-breakfast,Frontmatter: quickFacts.growthType,dyrkningsfakta,aflang salatradise,ikke_vurderet,OK,,,,content/guides/radise-french-breakfast.md,15,nej
GED-1204,Guides (redaktionelt),/guides/radise-french-breakfast,Frontmatter: quickFacts.maturityDays,dyrkningsfakta,ca. 25-30 dage,ikke_vurderet,OK,,,,content/guides/radise-french-breakfast.md,16,nej
GED-1205,Guides (redaktionelt),/guides/radise-french-breakfast,Frontmatter: quickFacts.primaryUse,dyrkningsfakta,"Frisk spisning, salater og garniture",ikke_vurderet,OK,,,,content/guides/radise-french-breakfast.md,17,nej
GED-1206,Guides (redaktionelt),/guides/radise-french-breakfast,Sektion: Om sorten,guide,"French Breakfast er en klassisk aflang salatradise med rød overdel og hvid spids. Formen er mere fingerlang end rund, og rødderne høstes, mens de stadig er slanke og sprøde.

Smagen er mild til let pebret, når planten vokser hurtigt i køligt vejr. Står den længe eller mangler vand, bliver både tekstur og styrke mindre behagelig.",ikke_vurderet,OK,,,,content/guides/radise-french-breakfast.md,22,nej
GED-1207,Guides (redaktionelt),/guides/radise-french-breakfast,Sektion: Vælg French Breakfast hvis,guide,"Vælg sorten, hvis du vil have en hurtig radise med et tydeligt tofarvet udseende. Den passer til små gentagne såninger og kan dyrkes mellem langsommere grøntsager, hvis du husker at høste den i tide.

:::fact{variant=""comparison"" title=""French Breakfast eller rund radise?""}
Dyrkningen ligner hinanden, men formen og høstøjeblikket er forskelligt.

### Vælg French Breakfast hvis

- du vil have en aflang rød-hvid rod
- du høster små hold ofte
- du foretrækker en mild, sprød salatradise

### Vælg en rund radise hvis

- du vil have kompakte kugler
- du følger en sort med tydelig diameter som høstmål
- du ønsker andre farver eller mere markant styrke
:::",ikke_vurderet,OK,,,,content/guides/radise-french-breakfast.md,28,nej
GED-1208,Guides (redaktionelt),/guides/radise-french-breakfast,Sektion: Sådan adskiller den sig,guide,"Den aflange rod kræver løs jord i hele sin længde. Tunge klumper og sten kan give skæve eller forgrenede rødder, selv om planten ellers vokser godt.

Sorten bør ikke bedømmes som en rund radise. Høst, når den røde overdel er tydelig og roden har fået sin aflange form, før den bliver bred og grov.",ikke_vurderet,OK,,,,content/guides/radise-french-breakfast.md,48,nej
GED-1209,Guides (redaktionelt),/guides/radise-french-breakfast,Sektion: Det skal du være opmærksom på,guide,"French Breakfast mister hurtigt kvalitet i varmt og tørt vejr. Så korte rækker, vand jævnt, og høst flere gange om ugen, når de første rødder er klar.

Hvis rødderne bliver tynde uden at fylde, står planterne ofte for tæt eller i for meget skygge. Tynd tidligt frem for at vente, til bladene dækker hinanden.",ikke_vurderet,OK,,,,content/guides/radise-french-breakfast.md,54,nej
GED-1210,Guides (redaktionelt),/guides/radise-french-breakfast,Sektion: Høst og brug,guide,"Træk de største rødder først og lad de mindre stå få dage længere. Brug den hvide spids som en del af sortens naturlige udseende; den skal ikke skæres væk af kosmetiske grunde.

Spis radiserne friske, skær dem på langs eller i tynde skiver, og brug dem i salater og på brød. Smør og salt er en klassisk enkel servering, men sorten fungerer også i hurtige syltninger.",ikke_vurderet,OK,,,,content/guides/radise-french-breakfast.md,60,nej
GED-1211,Guides (redaktionelt),/guides/radise-french-breakfast,Sektion: Gem ikke høsten for længe,guide,"Fjern bladene efter høst, hvis rødderne ikke bruges straks. Opbevar dem køligt og fugtbevarende, men brug dem, mens de stadig er faste.

French Breakfast er åbenbestøvet, men radiser krydser let under blomstring. Frøavl kræver derfor afstand eller isolation fra andre blomstrende radisesorter.

:::next-guide
title: Lær radisen at kende
description: Få hele dyrkningsfundamentet for såning, fugt og løbende høst.
slug: radise
label: Læs artsguiden
:::",auto-flagget,UKLAR_UX_COPY,"[UKLAR_UX_COPY] Frøavlsafsnit står under en opbevaringsoverskrift; i radise-sora.md har samme indhold sin egen 'Gem frø'-sektion — citat: ""French Breakfast er åbenbestøvet, men radiser krydser let under blomstring.""",Flyt frøavlsafsnittet til egen sektion 'Gem frø' som i Sora-guiden,P2,content/guides/radise-french-breakfast.md,66,nej
GED-1212,Guides (redaktionelt),/guides/radise-sora,Frontmatter: summary (guidekort/hero),guide,Rund rød salatradise med fast tekstur og god modstand mod at blive svampet i varmt vejr.,ikke_vurderet,OK,,,,content/guides/radise-sora.md,9,nej
GED-1213,Guides (redaktionelt),/guides/radise-sora,Frontmatter: quickFacts.plantSpacing,dyrkningsfakta,2.5-5 cm,ikke_vurderet,OK,,,,content/guides/radise-sora.md,14,nej
GED-1214,Guides (redaktionelt),/guides/radise-sora,Frontmatter: quickFacts.growthType,dyrkningsfakta,rund salatradise,ikke_vurderet,OK,,,,content/guides/radise-sora.md,15,nej
GED-1215,Guides (redaktionelt),/guides/radise-sora,Frontmatter: quickFacts.maturityDays,dyrkningsfakta,ca. 22-30 dage,ikke_vurderet,OK,,,,content/guides/radise-sora.md,16,nej
GED-1216,Guides (redaktionelt),/guides/radise-sora,Frontmatter: quickFacts.primaryUse,dyrkningsfakta,"Frisk spisning, salater og garniture",ikke_vurderet,OK,,,,content/guides/radise-sora.md,17,nej
GED-1217,Guides (redaktionelt),/guides/radise-sora,Sektion: Om sorten,guide,"Sora er en rund, klart rød salatradise med hvidt frugtkød. Sorten dyrkes for ensartede rødder og beskrives som bedre til at holde en fast struktur under varme forhold end mange klassiske forårssorter.

Den er stadig bedst ved hurtig vækst og jævn fugt. Varmetolerance gør ikke planten uafhængig af vand eller rettidig høst.",ikke_vurderet,OK,,,,content/guides/radise-sora.md,22,nej
GED-1218,Guides (redaktionelt),/guides/radise-sora,Sektion: Vælg Sora hvis,guide,"Vælg Sora, hvis du vil have en rund rød radise og gerne fortsætte såningen længere ind i en lun sæson. Den passer til små gentagne hold.

:::fact{variant=""comparison"" title=""Sora eller French Breakfast?""}
De dyrkes ens, men har forskellig form og styrke i varmt vejr.

### Vælg Sora hvis

- du vil have runde røde rødder
- du sår gennem en længere sæson
- du prioriterer fast tekstur

### Vælg French Breakfast hvis

- du vil have aflange rød-hvide rødder
- du foretrækker den klassiske tofarvede form
- du høster meget tidligt og ofte
:::",ikke_vurderet,OK,,,,content/guides/radise-sora.md,28,nej
GED-1219,Guides (redaktionelt),/guides/radise-sora,Sektion: Sådan adskiller den sig,guide,"Sora danner runde rødder, som kan stå lidt længere uden at blive svampede end mange hurtige forårstyper. Det er dog ikke en invitation til at lade dem blive overstore.

Sorten er velegnet til gentagne såninger. Små hold giver mere ensartet høst end én tæt række.",ikke_vurderet,OK,,,,content/guides/radise-sora.md,48,nej
GED-1220,Guides (redaktionelt),/guides/radise-sora,Sektion: Det skal du være opmærksom på,guide,"Tynd planterne tidligt, så hver rod får plads. Tæt bestand giver meget top og små, uens rødder.

Hold jorden fugtig gennem hele den korte udvikling. Selv en varmetolerant radise bliver stærk og træet ved tørke.",ikke_vurderet,OK,,,,content/guides/radise-sora.md,54,nej
GED-1221,Guides (redaktionelt),/guides/radise-sora,Sektion: Høst og brug,guide,"Træk de største rødder først, når de er runde og faste. Lad mindre planter stå få dage længere, men kontroller rækken ofte.

Spis Sora frisk, skær den i skiver eller både, og brug toppen fra unge, sunde planter i små mængder.",ikke_vurderet,OK,,,,content/guides/radise-sora.md,60,nej
GED-1222,Guides (redaktionelt),/guides/radise-sora,Sektion: Gem frø,guide,"Sora er normalt åbenbestøvet. Frøavl kræver, at enkelte planter får lov at blomstre og danne tørre frøbælge.

Radiser krydser let med andre sorter. Isolér blomstrende planter, hvis du vil bevare sorten.

:::next-guide
title: Lær radisen at kende
description: Få hele dyrkningsfundamentet for direkte såning, fugt og løbende høst.
slug: radise
label: Læs artsguiden
:::",ikke_vurderet,OK,,,,content/guides/radise-sora.md,66,nej
GED-1223,Guides (redaktionelt),/guides/radise,Frontmatter: summary (guidekort/hero),guide,"Hurtig rodafgrøde, der bliver bedst i kølig jord med jævn fugt.",ikke_vurderet,OK,,,,content/guides/radise.md,7,nej
GED-1224,Guides (redaktionelt),/guides/radise,Frontmatter: quickFacts.soil,dyrkningsfakta,"Løs, fugtighedsbevarende og veldrænet jord uden frisk gødning",ikke_vurderet,OK,,,,content/guides/radise.md,16,nej
GED-1225,Guides (redaktionelt),/guides/radise,Frontmatter: quickFacts.germinationTemperature,dyrkningsfakta,5-20 °C,ikke_vurderet,OK,,,,content/guides/radise.md,17,nej
GED-1226,Guides (redaktionelt),/guides/radise,Frontmatter: quickFacts.germinationDays,dyrkningsfakta,3-10 dage,ikke_vurderet,OK,,,,content/guides/radise.md,18,nej
GED-1227,Guides (redaktionelt),/guides/radise,Frontmatter: quickFacts.plantSpacing,dyrkningsfakta,2.5-5 cm,ikke_vurderet,OK,,,,content/guides/radise.md,19,nej
GED-1228,Guides (redaktionelt),/guides/radise,Frontmatter: quickFacts.rowSpacing,dyrkningsfakta,15 cm,ikke_vurderet,OK,,,,content/guides/radise.md,20,nej
GED-1229,Guides (redaktionelt),/guides/radise,Frontmatter: quickFacts.growthType,dyrkningsfakta,hurtig rodafgroede,auto-flagget,STAVEFEJL,"[STAVEFEJL] Manglende ø i visningstekst (ikke en slug — jf. samme fils tagline og andre guiders growthType på normal dansk) — citat: ""hurtig rodafgroede""",hurtig rodafgrøde,P0,content/guides/radise.md,23,nej
GED-1230,Guides (redaktionelt),/guides/radise,Frontmatter: quickFacts.height,dyrkningsfakta,10-25 cm,ikke_vurderet,OK,,,,content/guides/radise.md,24,nej
GED-1231,Guides (redaktionelt),/guides/radise,Frontmatter: quickFacts.maturityDays,dyrkningsfakta,ca. 20-45 dage for salatradiser,ikke_vurderet,OK,,,,content/guides/radise.md,25,nej
GED-1232,Guides (redaktionelt),/guides/radise,Frontmatter: quickFacts.primaryUse,dyrkningsfakta,"Friske rødder, salater og garniture",ikke_vurderet,OK,,,,content/guides/radise.md,26,nej
GED-1233,Guides (redaktionelt),/guides/radise,Sektion: Sådan vokser radiser,guide,"Radiser danner en opsvulmet, spiselig rod på kort tid. De klassiske salatradiser er små og hurtige, mens vinterradiser og daikon er større og bruger længere tid.

Den bedste kvalitet kommer i køligt vejr med stabil fugt. Varm, tør jord giver let træede, hule eller meget stærke rødder og kan få planterne til at gå i blomst.

:::fact{variant=""comparison"" title=""Salatradise eller vinterradise?""}
Typen afgør både sæson og høststørrelse.

### Vælg salatradise hvis

- du vil høste efter få uger
- du sår små hold gennem forår og sensommer
- du vil have små, sprøde rødder

### Vælg vinterradise hvis

- du vil dyrke større rødder
- du sår senere på sommeren
- du vil opbevare høsten længere
:::",ikke_vurderet,OK,,,,content/guides/radise.md,31,nej
GED-1234,Guides (redaktionelt),/guides/radise,Sektion: Så direkte på voksestedet,guide,"Radiser forkultiveres normalt ikke. Rødderne udvikles bedst uden omplantning, så så frøene direkte i bed, højbed, krukke eller altankasse.

Lav en lav rille, vand den, og så frøene med afstand. Dæk med cirka én centimeter løs jord. Hold overfladen fugtig, til spirerne er etableret.

Tynd tidligt, hvis planterne står tæt. Trængsel giver små rødder og mere bladvækst.",ikke_vurderet,OK,,,,content/guides/radise.md,53,nej
GED-1235,Guides (redaktionelt),/guides/radise,Sektion: Så små hold gennem sæsonen,guide,"Så en kort række hver eller hver anden uge i stedet for hele posen på én gang. Radiser bliver høstklare hurtigt, så gentagne små såninger giver en mere anvendelig høst.

Hold pause i den varmeste, tørreste del af sommeren, hvis planterne gentagne gange går i stok eller bliver skarpe og træede. Begynd igen i sensommeren, når jorden bliver køligere.

Radiser kan bruges som mellemafgrøde, men undgå at lade dem stå skjult under store planter, når rødderne er klar.",ikke_vurderet,OK,,,,content/guides/radise.md,61,nej
GED-1236,Guides (redaktionelt),/guides/radise,Sektion: Hold jorden fugtig,guide,"Vand jævnt fra spiring til høst. Radiser har et lille rodsystem og reagerer hurtigt på udtørring. Store udsving mellem tørke og meget vand giver ujævn kvalitet.

Jorden skal være løs nok til, at rødderne kan udvide sig. Fjern sten og grove klumper i såområdet, men undgå meget frisk, kvælstofrig gødning, som fremmer blade på bekostning af rødder.",ikke_vurderet,OK,,,,content/guides/radise.md,69,nej
GED-1237,Guides (redaktionelt),/guides/radise,Sektion: Pas på jordlopper og snegle,guide,"Jordlopper laver mange små huller i bladene, især i tørt forårsvejr. Skaden ser voldsom ud, men etablerede planter kan ofte stadig danne rødder. Hold planterne i vækst med vand, og brug fint net ved vedvarende problemer.

Snegle kan tage spirer og gnave i rødder nær jordoverfladen. Hold området fri for skjulesteder, og kontroller nye såninger efter fugtige nætter.",ikke_vurderet,OK,,,,content/guides/radise.md,75,nej
GED-1238,Guides (redaktionelt),/guides/radise,Sektion: Høst mens de er unge,guide,"Træk enkelte radiser op og vurder størrelsen. Høst hellere lidt tidligt end for sent. Rødder, der bliver stående, kan blive svampede, hule eller træede.

Tag toppen af efter høst, hvis radiserne skal gemmes nogle dage. Bladene trækker ellers fugt fra roden. Skyl først rødderne kort før brug.

Unge, friske blade kan også bruges, hvis de er sunde og ubeskadigede.",ikke_vurderet,OK,,,,content/guides/radise.md,81,nej
GED-1239,Guides (redaktionelt),/guides/radise,Sektion: Når radisen ikke danner rod,guide,"Meget blad og næsten ingen rod skyldes ofte for tæt såning, for meget kvælstof, for lidt lys eller varmt vejr. Tynd planterne og prøv igen på et køligere tidspunkt.

Planter, der skyder en blomsterstængel, bliver sjældent gode salatradiser. Fjern dem, før de tager plads, eller lad enkelte stå, hvis du bevidst vil samle frø.

Radiser kan krydse med andre blomstrende radisesorter. Gem derfor ikke frø med forventning om sortægthed, medmindre blomsterne er isoleret.",ikke_vurderet,OK,,,,content/guides/radise.md,89,nej
GED-1240,Guides (redaktionelt),/guides/radise,Sektion: Planlæg den næste såning,guide,"Notér datoen for såning og første høst. Radiser er en enkel måde at se, hvor meget temperatur og vanding ændrer udviklingstiden i netop din have.

Flyt rækkerne mellem afgrøder, men husk, at radise hører til korsblomstfamilien. Den bør indgå i samme sædskifte som kål, rucola og majroe, især hvor der er problemer med kålbrok.

:::related-guides
#### French Breakfast
slug: radise-french-breakfast
En aflang, rød-hvid salatradise til tidlig høst.
:::",ikke_vurderet,OK,,,,content/guides/radise.md,97,nej
GED-1241,Guides (redaktionelt),/guides/rhododendron,Frontmatter: summary (guidekort/hero),guide,"Stedsegrøn eller løvfældende surbundsbusk med stor forårsblomstring, bedst i humusrig jord og læ.",ikke_vurderet,OK,,,,content/guides/rhododendron.md,7,nej
GED-1242,Guides (redaktionelt),/guides/rhododendron,Sektion: En stor slægt af surbundsplanter,guide,"Rhododendron rummer både lave, kompakte buske og store, træagtige former. De fleste dyrkes for store blomsterklaser og stedsegrønt løv.",ikke_vurderet,OK,,,,content/guides/rhododendron.md,14,nej
GED-1243,Guides (redaktionelt),/guides/rhododendron,Sektion: Sur jord er afgørende,guide,"Plant i sur, humusrig og veldrænet jord. Kalkrig jord giver ofte gulnende blade og svag vækst.",ikke_vurderet,OK,,,,content/guides/rhododendron.md,18,nej
GED-1244,Guides (redaktionelt),/guides/rhododendron,Sektion: Halvskygge og læ,guide,Lys halvskygge og beskyttelse mod udtørrende vind giver stabile forhold.,ikke_vurderet,OK,,,,content/guides/rhododendron.md,22,nej
GED-1245,Guides (redaktionelt),/guides/rhododendron,Sektion: Plant højt og bredt,guide,Rodsystemet ligger overfladisk. Plant ikke dybere end planten stod i potten.,ikke_vurderet,OK,,,,content/guides/rhododendron.md,26,nej
GED-1246,Guides (redaktionelt),/guides/rhododendron,Sektion: Vand med passende vand,guide,Vand under tørke. I meget kalkrige områder kan regnvand være bedre end hårdt ledningsvand.,auto-flagget,UKLAR_UX_COPY,"[UKLAR_UX_COPY] Tautologisk overskrift ('vand med ... vand'); brødteksten handler om tørke og regnvand vs. ledningsvand — citat: ""## Vand med passende vand""",Vand efter behov — og gerne med regnvand,P1,content/guides/rhododendron.md,30,nej
GED-1247,Guides (redaktionelt),/guides/rhododendron,Sektion: Beskær kun ved behov,guide,Fjern døde grene og visne blomsterstande forsigtigt. De fleste sorter har bedst af let beskæring.,ikke_vurderet,OK,,,,content/guides/rhododendron.md,34,nej
GED-1248,Guides (redaktionelt),/guides/rhododendron,Sektion: Gule blade er et signal,guide,"Klorose skyldes ofte for høj pH eller dårlige rodforhold, ikke automatisk mangel på mere gødning.",ikke_vurderet,OK,,,,content/guides/rhododendron.md,38,nej
GED-1249,Guides (redaktionelt),/guides/rhododendron,Sektion: Sorten bestemmer størrelse og hårdførhed,guide,"Sortsguiden bør beskrive højde, blomsterfarve, blomstringstid, løvtype, hårdførhed og jordkrav.",auto-flagget,UKLAR_UX_COPY,"[UKLAR_UX_COPY] Forfatter-instruks frem for læsertekst. Mønstret går konsekvent igen som slutsektion i mange artsguides i scope (roellike, sankthansurt, skumblomst, snebolle, solbaer, solsikke, sommerfuglebusk, storkenaeb, stjernejasmin, syren, tagetes, tallerkensmaekker, trompetblomst, tulipan, vedbend, vildvin, vintergaek, zinnia, salvie) — muligvis bevidst stub-konvention, men den taler til guide-forfatteren, ikke haveejeren — citat: ""Sortsguiden bør beskrive højde, blomsterfarve, blomstringstid, løvtype, hårdførhed og jordkrav.""","Omskriv mønstret læserrettet, fx 'Sorterne varierer i højde, blomsterfarve ...' — én beslutning for alle artsguides",P2,content/guides/rhododendron.md,42,nej
GED-1250,Guides (redaktionelt),/guides/ribs,Frontmatter: summary (guidekort/hero),guide,"Produktiv frugtbusk med lange klaser af bær, som kan dyrkes som busk eller kordón og beskæres anderledes end solbær.",ikke_vurderet,OK,,,,content/guides/ribs.md,7,nej
GED-1251,Guides (redaktionelt),/guides/ribs,Sektion: Ribs bærer på ældre ved,guide,Ribs har en anden beskæringslogik end solbær. Frugten dannes på ældre ved og korte frugtsporer.,ikke_vurderet,OK,,,,content/guides/ribs.md,14,nej
GED-1252,Guides (redaktionelt),/guides/ribs,Sektion: Busk eller kordón,guide,"Ribs kan dyrkes som fri busk eller trænes som kordón og espalier. Trænede former sparer plads, men kræver mere præcis beskæring.",ikke_vurderet,OK,,,,content/guides/ribs.md,18,nej
GED-1253,Guides (redaktionelt),/guides/ribs,Sektion: Sol eller let skygge,guide,Ribs trives i sol og tåler også let skygge. Jorden bør holde fugt uden at stå våd.,ikke_vurderet,OK,,,,content/guides/ribs.md,22,nej
GED-1254,Guides (redaktionelt),/guides/ribs,Sektion: Beskær efter formen,guide,Buske og kordóner beskæres forskelligt. Målet er i begge tilfælde en stabil frugtbærende ramme med lys og luft.,ikke_vurderet,OK,,,,content/guides/ribs.md,26,nej
GED-1255,Guides (redaktionelt),/guides/ribs,Sektion: Beskyt mod fugle,guide,Modne ribs er meget synlige og bør ofte nettes eller dyrkes i frugtbur.,ikke_vurderet,OK,,,,content/guides/ribs.md,30,nej
GED-1256,Guides (redaktionelt),/guides/ribs,Sektion: Høst hele klaser,guide,"Når bærrene er modne, kan klaserne høstes samlet og håndteres mere skånsomt.",ikke_vurderet,OK,,,,content/guides/ribs.md,34,nej
GED-1257,Guides (redaktionelt),/guides/ribs,"Sektion: Røde, hvide og rosa ribs",guide,"Disse kan samles i samme brugerrettede artsguide, fordi dyrkningslogikken er fælles.",auto-flagget,UKLAR_UX_COPY,"[UKLAR_UX_COPY] Intern IA-note ('brugerrettet artsguide') lækket til læserteksten — citat: ""Disse kan samles i samme brugerrettede artsguide, fordi dyrkningslogikken er fælles.""","Fx: 'Røde, hvide og rosa ribs dyrkes og beskæres på samme måde.'",P1,content/guides/ribs.md,38,nej
GED-1258,Guides (redaktionelt),/guides/ribs,Sektion: Typiske problemer,guide,"Bladlus, savfluelarver, meldug og fugleskader kan forekomme.",auto-flagget,FAGLIGT_TJEK_NØDVENDIGT,"[FAGLIGT_TJEK_NØDVENDIGT] 'Savflue' er direkte oversættelse af engelsk 'sawfly'; etableret dansk er 'bladhveps' — stikkelsbaer.md bruger selv 'stikkelsbærbladhvepsens larver' — citat: ""savfluelarver""",bladhvepselarver,P2,content/guides/ribs.md,42,nej
GED-1259,Guides (redaktionelt),/guides/roedbede,Frontmatter: summary (guidekort/hero),guide,"Pladsbesparende rodgrøntsag, der kan sås i små hold gennem sæsonen og høstes fra små, møre rødder til lagerstørrelse.",ikke_vurderet,OK,,,,content/guides/roedbede.md,7,nej
GED-1260,Guides (redaktionelt),/guides/roedbede,Frontmatter: quickFacts.soil,dyrkningsfakta,"Veldrænet, jævn jord med stabil fugtighed",ikke_vurderet,OK,,,,content/guides/roedbede.md,14,nej
GED-1261,Guides (redaktionelt),/guides/roedbede,Frontmatter: quickFacts.maturityDays,dyrkningsfakta,"Ofte ca. 50-60 dage, afhængigt af sort og forhold",ikke_vurderet,OK,,,,content/guides/roedbede.md,15,nej
GED-1262,Guides (redaktionelt),/guides/roedbede,Frontmatter: quickFacts.primaryUse,dyrkningsfakta,Rødder og unge blade,ikke_vurderet,OK,,,,content/guides/roedbede.md,16,nej
GED-1263,Guides (redaktionelt),/guides/roedbede,Sektion: En nem rodafgrøde på lidt plads,guide,"Rødbede fylder beskedent og egner sig både til bed og beholdere. Den kan høstes ung eller få lov at udvikle større rødder senere på sæsonen.

Bladene er også spiselige, især mens de er unge.",ikke_vurderet,OK,,,,content/guides/roedbede.md,21,nej
GED-1264,Guides (redaktionelt),/guides/roedbede,Sektion: Så små hold fra forår til midsommer,guide,"I stedet for at så hele behovet på én gang kan du så mindre hold med mellemrum. Det giver rødder i forskellige størrelser og et længere høstvindue.

Rødbede kan sås direkte og kan også forkultiveres skånsomt i moduler, hvis du vil styre etableringen.",ikke_vurderet,OK,,,,content/guides/roedbede.md,27,nej
GED-1265,Guides (redaktionelt),/guides/roedbede,Sektion: Et frø kan give flere spirer,guide,"Det, der ligner ét rødbedefrø, er ofte en frøklynge, som kan give mere end én plante. Derfor kan der komme små grupper af spirer samme sted.

Tynd efter den dyrkningsform, du ønsker, eller dyrk små grupper og høst de største rødder først.",ikke_vurderet,OK,,,,content/guides/roedbede.md,33,nej
GED-1266,Guides (redaktionelt),/guides/roedbede,Sektion: Hold væksten jævn,guide,"Rødbeder udvikler den bedste tekstur, når de vokser uden lange tørkeperioder. Vand i tørre perioder, så rødderne ikke står stille i væksten.

De behøver ikke ekstremt kraftig gødning. En almindelig, veldrænet køkkenhavejord med organisk materiale er et godt udgangspunkt.",ikke_vurderet,OK,,,,content/guides/roedbede.md,39,nej
